,B Cells,CD4 T,CD8 T,Cancer Cells,DC,Endothelial Cells,Fibroblasts,Macrophages,Mast Cells,NK,Neutrophils
s_segment_6_1462,0.0001,0.0119,0.0003,0.776,0.0064,0.0573,0.0015,0.0001,0.0006,0,0.1458
s_segment_6_1478,0.0082,0.0146,0.1189,0.2478,0.0052,0.0624,0.4403,0.0005,0.079,0.0128,0.0103
s_segment_6_1487,0.0003,0.0371,0.0057,0.2895,0.0021,0.0347,0.0001,0.3066,0.2892,0.0003,0.0344
s_segment_6_1491,0.0008,0.0069,0.0009,0.6772,0.0338,0,0.0048,0.2309,0.0443,0.0001,0.0003
s_segment_6_1497,0,0.0265,0,0.8652,0,0.0001,0.1082,0,0,0,0
s_segment_6_1538,0.0018,0.008,0.0021,0.3288,0.0033,0.0077,0.0012,0.6457,0.0012,0.0001,0.0001
s_segment_6_1592,0.0012,0.0007,0.0012,0.2496,0,0.0087,0.529,0,0.0135,0.196,0.0001
s_segment_6_1609,0.0288,0.0482,0.0045,0.6104,0.0389,0.1016,0.0574,0.001,0.0128,0.002,0.0944
s_segment_6_1618,0.0224,0.0889,0.0003,0.6062,0.0198,0.0111,0.0007,0.1682,0.0011,0.081,0.0003
s_segment_6_1640,0.1717,0,0.0053,0.5966,0.0001,0.2197,0.0046,0.002,0,0,0
s_segment_6_1657,0.0075,0,0.0001,0.6827,0.0001,0.0008,0.038,0.0471,0.0331,0.1242,0.0664
s_segment_6_1674,0,0.0002,0,0.7988,0,0.0695,0.0005,0.1285,0,0.0025,0
s_segment_6_1689,0,0.0654,0.0002,0.7817,0.0024,0.0159,0.0996,0.0001,0.0074,0.0001,0.0272
s_segment_6_1719,0.0005,0,0.0093,0.6754,0.0002,0.0002,0.0008,0.306,0.0071,0.0005,0
s_segment_6_1720,0.2077,0.0009,0.0274,0.4979,0,0,0.1478,0.0001,0,0.0743,0.0439
s_segment_6_1724,0.0003,0.0458,0.1487,0.6154,0.0001,0.0373,0.058,0.0029,0.0025,0.0773,0.0117
s_segment_6_1747,0.0006,0.001,0.0429,0.1736,0.0001,0.0057,0.4484,0.3192,0.0022,0.0062,0.0001
s_segment_6_1878,0.0001,0.0004,0.0232,0.1994,0,0.0145,0.3493,0.1655,0.2472,0,0.0004
s_segment_6_1900,0.0751,0.1021,0.0048,0.2831,0.0581,0.0143,0.0009,0.4526,0.0005,0.001,0.0075
s_segment_6_1943,0,0.0094,0.0001,0.157,0.1172,0.2321,0.25,0.1915,0.034,0.0051,0.0036
s_segment_6_1971,0.0004,0.0004,0.0008,0.3615,0.0007,0.5849,0.0038,0.0003,0.0003,0.0015,0.0454
s_segment_6_1988,0,0.0003,0.0095,0.2274,0.0373,0.2105,0.0504,0.459,0.0045,0.0001,0.001
s_segment_6_2029,0.0358,0.0159,0.0038,0.8175,0.0283,0.0075,0.0027,0.0091,0.0569,0.0201,0.0024
s_segment_6_205,0.0073,0,0.0001,0.8532,0,0.1296,0.0002,0.0004,0.0092,0,0
s_segment_6_2055,0.0024,0.0013,0.0001,0.0864,0.009,0.0212,0.4527,0.3617,0.0061,0.0017,0.0574
s_segment_6_2060,0.1007,0.0001,0.0117,0.1274,0.0261,0.0539,0.249,0.4261,0.0049,0.0001,0
s_segment_6_2083,0.0003,0.0376,0.0016,0.7435,0.0016,0.0001,0.0032,0.0009,0.1539,0.0563,0.001
s_segment_6_2113,0.0018,0.0011,0,0.7481,0.0002,0.0001,0.0001,0.0001,0.0012,0.2452,0.0021
s_segment_6_2119,0.0033,0.0001,0,0.3463,0.0002,0.3662,0.1009,0,0,0.1778,0.0052
s_segment_6_2131,0.0024,0.0129,0.0052,0.6899,0.0006,0.015,0.034,0.1923,0.0001,0.0098,0.0378
s_segment_6_2137,0.0002,0.0017,0,0.4193,0.0009,0.0044,0.0186,0.5531,0.0001,0.0017,0
s_segment_6_2141,0.0019,0.0002,0.0008,0.1524,0.0008,0.2952,0.1408,0.245,0.0008,0.1511,0.011
s_segment_6_2149,0.003,0.0032,0.0011,0.0574,0.0001,0.0977,0.3551,0.44,0.0006,0.0383,0.0035
s_segment_6_2158,0.0005,0,0.059,0.0014,0,0.0001,0.369,0.4721,0.0904,0.007,0.0005
s_segment_6_2172,0.0002,0.0063,0,0.4013,0,0.0001,0,0.5919,0.0001,0.0001,0
s_segment_6_2181,0,0.0018,0.0421,0.7078,0.0003,0.141,0.0026,0.0001,0,0.101,0.0033
s_segment_6_2182,0.0139,0.0076,0.0032,0.0025,0.0004,0.0451,0.4832,0.4392,0,0.001,0.0039
s_segment_6_2186,0,0.0073,0.0001,0.5896,0,0.0255,0.0004,0.026,0.2831,0.0409,0.0271
s_segment_6_2193,0.0202,0.0929,0.0106,0.5704,0.012,0.0343,0.025,0.0266,0.0075,0.1417,0.0588
s_segment_6_2204,0.0083,0.0007,0.0004,0.7838,0.0005,0.0035,0.0276,0.0001,0.002,0.1706,0.0025
s_segment_6_2247,0.0008,0.0884,0.0062,0.4924,0.0002,0.0003,0.0073,0.387,0.0161,0.0001,0.0012
s_segment_6_2262,0.0001,0,0.0001,0.0365,0,0.2243,0.2178,0.428,0.0923,0.0008,0.0001
s_segment_6_227,0.0014,0,0.0005,0.6554,0.0001,0,0,0.3385,0,0.004,0.0001
s_segment_6_2321,0.0002,0.0367,0.0002,0.7775,0.0723,0.0004,0,0.0497,0.0067,0,0.0563
s_segment_6_2442,0.0239,0.0007,0.0047,0.1918,0.0488,0.5023,0.0041,0.0936,0.0006,0.1274,0.0021
s_segment_6_2445,0.1034,0.0001,0,0.8598,0.0019,0.0002,0.0196,0.0057,0.0001,0.0002,0.009
s_segment_6_2455,0.0019,0.0021,0.002,0.3359,0.0689,0.2285,0.1282,0.2263,0.0002,0.005,0.001
s_segment_6_2473,0,0.0001,0.0188,0.1515,0.0001,0.0002,0.3071,0.4252,0.0208,0.0172,0.059
s_segment_6_2498,0.0694,0.0013,0.0007,0.7568,0.0067,0.0132,0.0331,0.0651,0.0462,0.0045,0.003
s_segment_6_2523,0.0017,0.0041,0.0058,0.4408,0.011,0.0016,0.0042,0.4646,0.059,0.0006,0.0066
s_segment_6_2537,0.0078,0.018,0,0.8816,0.0309,0.0001,0.0486,0,0,0,0.013
s_segment_6_2539,0.0855,0.0004,0.0034,0.3765,0.0105,0.0003,0,0.5161,0.0002,0.0065,0.0006
s_segment_6_257,0.03,0.0012,0.0076,0.2812,0.0002,0.0887,0.0185,0.3916,0.0322,0.0504,0.0984
s_segment_6_2602,0.0003,0.0654,0.0004,0.8241,0.0003,0.0002,0.0565,0.0003,0.0039,0.0032,0.0454
s_segment_6_2606,0.0052,0.0004,0,0.7774,0,0.0758,0.0001,0.0002,0.1408,0,0.0001
s_segment_6_2614,0.1456,0.0057,0.0797,0.1289,0.0036,0.0035,0.3021,0.2882,0.0004,0.0002,0.0421
s_segment_6_2627,0.0003,0.0626,0.0007,0,0.0002,0.0001,0.5043,0.3309,0.007,0.0877,0.0062
s_segment_6_2642,0.0034,0,0,0.3667,0.0001,0.5592,0.0054,0.0003,0.0001,0.0576,0.0072
s_segment_6_2655,0.011,0,0.1775,0.6284,0.057,0.0002,0.1115,0.0001,0.0014,0.0092,0.0037
s_segment_6_2666,0.0001,0.0001,0.0018,0.2602,0.0675,0.0007,0.2835,0.3349,0.0511,0.0001,0
s_segment_6_2679,0.0001,0.0482,0.0031,0.0778,0.0108,0.1063,0.1006,0.652,0.001,0,0.0001
s_segment_6_269,0,0,0.0002,0.2661,0,0.5622,0.0002,0.0184,0.0677,0.0851,0.0001
s_segment_6_2693,0.0007,0.0071,0.0089,0.4763,0,0.4362,0.0599,0.0009,0.0003,0.0003,0.0094
s_segment_6_27,0,0.0001,0.1432,0.2591,0.0518,0.4691,0.0162,0.0549,0.005,0.0001,0.0005
s_segment_6_2703,0,0.0567,0.0001,0.2583,0.0012,0.0059,0.4642,0.2123,0.0008,0.0003,0.0002
s_segment_6_2726,0.1223,0.0033,0.0057,0.6495,0.0034,0.0106,0.0055,0.0166,0.012,0.1259,0.0452
s_segment_6_2737,0.0027,0.0045,0.0007,0.4539,0.0002,0.0345,0.0001,0.4966,0.0028,0.0023,0.0017
s_segment_6_2745,0.1162,0.0059,0.0877,0.431,0.001,0.0163,0.0173,0.2267,0.0973,0,0.0006
s_segment_6_2768,0.0059,0,0,0.9725,0.0066,0.0063,0.0041,0.0037,0.0007,0.0002,0
s_segment_6_2792,0.0147,0,0.0002,0.5629,0.022,0.0525,0.1641,0.1121,0.0713,0.0001,0.0001
s_segment_6_2805,0.0045,0.0002,0.0011,0.9376,0.0072,0.0038,0.0025,0.0007,0.0056,0.0352,0.0016
s_segment_6_281,0.0001,0.0024,0,0.9628,0,0.0005,0.0089,0.0002,0.025,0.0001,0
s_segment_6_2838,0,0.0044,0,0.7013,0.0092,0.0003,0.0593,0,0.2253,0.0001,0.0001
s_segment_6_2839,0.0007,0.0049,0.0278,0.6102,0.0915,0.0005,0,0.1564,0.0009,0.1069,0.0002
s_segment_6_2863,0.0005,0.0016,0.0001,0.7178,0.0057,0.0011,0.0013,0.1427,0.0012,0.1274,0.0006
s_segment_6_2901,0.1232,0.0053,0,0.5447,0.0084,0,0.2248,0.0919,0.0004,0.0012,0.0001
s_segment_6_2904,0.0002,0.0012,0,0.5877,0.0006,0.0006,0.289,0.0663,0.0001,0.0461,0.0082
s_segment_6_2906,0,0.0001,0.0002,0.9312,0,0,0,0.0659,0.0014,0.0002,0.001
s_segment_6_2968,0.0005,0.0428,0.0078,0.5688,0,0.3572,0.0067,0.0155,0.0002,0.0005,0
s_segment_6_2996,0.0001,0.0004,0.0007,0.536,0.0038,0.1038,0.1813,0.0005,0.012,0.1597,0.0017
s_segment_6_3001,0.0009,0.0078,0.0046,0.6155,0.0019,0.0072,0.0014,0.2227,0.0075,0.1294,0.0011
s_segment_6_3012,0,0.1047,0.0016,0.6097,0.0049,0.2186,0.0001,0.0023,0.0179,0.0066,0.0336
s_segment_6_3046,0.0011,0.0029,0.067,0.1984,0.0231,0.2426,0.1459,0.0201,0.0432,0.1898,0.0659
s_segment_6_3058,0.0001,0.0002,0,0.444,0.0002,0.4311,0,0.0001,0.0175,0.1068,0
s_segment_6_3062,0.0003,0.0002,0,0.5446,0.0429,0.0004,0.001,0.408,0,0.0017,0.0009
s_segment_6_3078,0.0001,0.039,0.015,0.5436,0.0099,0.2385,0.1074,0.0018,0.0002,0.0435,0.001
s_segment_6_3091,0.0222,0.0069,0.0029,0.7919,0.1096,0.0027,0.0043,0.0012,0.0018,0.0161,0.0404
s_segment_6_3108,0.0155,0,0.0009,0.9809,0,0,0.0001,0.0003,0.0003,0.0017,0.0003
s_segment_6_311,0.0003,0.0001,0.0558,0.3445,0,0.192,0.3134,0.0004,0.0434,0.0097,0.0404
s_segment_6_3110,0.0016,0,0,0.8205,0,0,0.1639,0.0001,0,0,0.0139
s_segment_6_3123,0,0.0151,0.0001,0.7626,0.167,0.0075,0.0367,0.0017,0.0085,0.0007,0.0001
s_segment_6_3124,0.0342,0.1361,0.0001,0.559,0.0004,0.0004,0.2385,0.0093,0.0001,0.0163,0.0056
s_segment_6_3156,0.0001,0.0012,0.0139,0.454,0,0.2878,0,0,0.243,0,0
s_segment_6_3161,0.0315,0.0128,0.0043,0.4583,0.0038,0.0001,0.0719,0.3427,0.0721,0.0016,0.0009
s_segment_6_3201,0.0023,0.0005,0.0043,0.2099,0.078,0.1365,0.1353,0.2882,0.002,0.1364,0.0066
s_segment_6_3202,0.001,0.1379,0.0001,0.2625,0.0152,0.4686,0.0105,0.0556,0.0005,0.0104,0.0377
s_segment_6_324,0,0.0002,0.0001,0.993,0,0,0,0.0066,0,0,0.0001
s_segment_6_3251,0.0001,0.1297,0.0001,0.4449,0.0004,0.0001,0.0226,0.3552,0.0001,0.0441,0.0027
s_segment_6_3253,0.0001,0.0101,0.0258,0.8218,0.0183,0,0.0654,0,0,0.0585,0
s_segment_6_3260,0.0002,0.0005,0.0115,0.4553,0.0632,0.0021,0.0001,0.1346,0.2509,0,0.0816
s_segment_6_3274,0,0.0002,0,0.709,0.0002,0.0451,0,0.0001,0,0.2408,0.0046
s_segment_6_3325,0.0014,0.005,0,0.7246,0.0002,0.001,0.007,0.0001,0.1174,0.1431,0.0002
s_segment_6_3333,0,0.0006,0.0002,0.7756,0.0008,0.0074,0.0523,0.1613,0,0,0.0018
s_segment_6_3386,0.0014,0.0127,0.0003,0.4482,0.0129,0.0004,0.0001,0.5204,0,0.0016,0.002
s_segment_6_3395,0.0022,0.0002,0.0006,0.9012,0.0012,0,0.0008,0.0016,0.0207,0.0714,0.0001
s_segment_6_3426,0.0008,0.0008,0.0003,0.5633,0.0165,0.141,0.0418,0,0.2316,0.0018,0.0021
s_segment_6_3433,0,0.0311,0.0045,0.4127,0.0013,0.4,0.131,0.0001,0.0081,0.0022,0.009
s_segment_6_3438,0.0001,0.0341,0.0067,0.4548,0.022,0.0013,0.0002,0.4722,0.0018,0.0001,0.0067
s_segment_6_3454,0,0.0001,0.0002,0.8313,0.0005,0,0.0001,0.1521,0.007,0,0.0087
s_segment_6_3463,0.0001,0.0003,0.0019,0.4807,0.0033,0.0001,0.0584,0.3981,0.0486,0.0001,0.0084
s_segment_6_3464,0.0001,0.0006,0,0.5582,0,0.0002,0.0405,0.0902,0,0.3092,0.001
s_segment_6_3469,0.0322,0.0001,0.0031,0.4921,0.0001,0,0.005,0.4571,0.0001,0.0042,0.006
s_segment_6_3484,0.0242,0.242,0,0.2114,0.0006,0.3912,0.1287,0.0017,0,0,0.0002
s_segment_6_3522,0.0001,0.0001,0,0.6774,0.0236,0.0442,0.2306,0.0164,0.0058,0.0002,0.0016
s_segment_6_355,0.0054,0.0047,0.0023,0.7768,0.1516,0.0127,0.0388,0.0027,0.0013,0.0027,0.001
s_segment_6_3609,0,0,0.0236,0.2721,0,0.5912,0.0001,0,0.1119,0.0001,0.001
s_segment_6_3686,0.2574,0.0049,0.0016,0.6023,0.0003,0.0015,0.0004,0.1136,0.0006,0,0.0174
s_segment_6_3713,0.0011,0.0031,0.0001,0.8377,0,0.0477,0.0001,0.0799,0.0295,0.0008,0
s_segment_6_3718,0.0027,0.0024,0.0414,0.6531,0,0.0005,0,0.2932,0.0048,0.0013,0.0006
s_segment_6_3737,0.0055,0.0455,0,0.0001,0,0.2222,0.3361,0.3896,0.0007,0,0.0003
s_segment_6_3741,0.0151,0.0178,0.0281,0.3918,0.046,0.218,0.2228,0.0103,0.0199,0.013,0.0172
s_segment_6_3774,0.0141,0.0007,0.0001,0.6131,0.0659,0.2417,0.0003,0.0579,0,0.0001,0.0061
s_segment_6_3778,0.0941,0.0306,0.0016,0.2895,0.0064,0.3744,0.0078,0.0147,0.0064,0.1716,0.0029
s_segment_6_3782,0.0003,0.0099,0.0088,0.8746,0.0075,0.0642,0.0017,0.0022,0.0005,0.0282,0.0021
s_segment_6_3789,0.0825,0.0005,0.1209,0.4785,0.0341,0.001,0.0064,0.2711,0.0037,0.0003,0.001
s_segment_6_3813,0.0013,0.0003,0.0094,0.3387,0.0262,0.1744,0.0008,0.4023,0.0019,0.0013,0.0434
s_segment_6_3824,0.0078,0.0036,0.001,0.3926,0.0002,0.5262,0.0005,0.0001,0.0655,0.0006,0.0019
s_segment_6_3829,0.0006,0.001,0.0004,0.4234,0.0315,0.3731,0.026,0.0479,0.0231,0.0035,0.0695
s_segment_6_3837,0.0345,0.0021,0.0073,0.7609,0.0144,0.0047,0.144,0.0292,0.0001,0.0028,0
s_segment_6_3842,0.0001,0.0003,0,0.9897,0.0002,0.0006,0.0001,0.0033,0,0.0001,0.0056
s_segment_6_3846,0.0011,0,0.183,0.3884,0.0338,0.0456,0.0004,0.276,0.0057,0.0104,0.0556
s_segment_6_3850,0,0.0001,0.0054,0.6609,0.0018,0.0005,0.0012,0.1654,0,0,0.1647
s_segment_6_3883,0.0001,0.0012,0.0003,0.4897,0.0027,0.0005,0.4579,0.0071,0.0002,0,0.0403
s_segment_6_3896,0.0001,0.0138,0,0.7171,0.0956,0.0008,0,0.0806,0.0175,0,0.0745
s_segment_6_3913,0.0006,0,0.0002,0.0639,0.0001,0.2719,0.2724,0.3861,0,0,0.0048
s_segment_6_3931,0.1056,0.0085,0.0001,0.6019,0.0034,0.2613,0.0002,0.0029,0,0,0.0161
s_segment_6_3935,0.0311,0.0117,0.0088,0.553,0.1821,0.0076,0.0906,0.0617,0.0054,0.0478,0.0002
s_segment_6_3952,0.009,0.001,0.0064,0.3064,0.0142,0.6568,0.0001,0.0002,0.0001,0.0052,0.0006
s_segment_6_4008,0.0155,0.0007,0.0001,0.2473,0.0158,0.0118,0.1171,0.4342,0.0003,0.0348,0.1224
s_segment_6_4024,0.0002,0.0896,0.0124,0.3662,0.0011,0.0092,0.0003,0.4074,0.001,0.1126,0
s_segment_6_4026,0,0,0.1367,0.693,0,0.0929,0.0001,0.052,0.0195,0.0058,0
s_segment_6_4061,0.0028,0.085,0.1651,0.6201,0.0002,0.0002,0.0058,0.0904,0.0274,0,0.003
s_segment_6_4064,0.0184,0.0447,0.0115,0.2284,0.0016,0.0016,0.2007,0.3374,0.1532,0.002,0.0005
s_segment_6_4069,0.0004,0.0002,0.0045,0.471,0.0005,0.3333,0.0029,0.1854,0.0013,0.0003,0.0002
s_segment_6_4072,0.009,0.0004,0.0002,0.4605,0.0855,0.0041,0.4152,0.0007,0.023,0.001,0.0004
s_segment_6_4078,0.0007,0.0094,0.0296,0.4232,0.1024,0.0009,0.3772,0.0001,0,0,0.0565
s_segment_6_41,0.1561,0,0.0006,0.3847,0.0055,0.1436,0.0454,0.2565,0.0038,0.0037,0.0001
s_segment_6_4100,0.0013,0.0018,0.0001,0.724,0.0334,0.0195,0.0022,0.0129,0.001,0.2032,0.0006
s_segment_6_4140,0.1331,0.0004,0.0171,0.7271,0.0053,0.0168,0.0094,0.0691,0.0005,0.0005,0.0207
s_segment_6_4148,0.0231,0.0864,0.0057,0.3196,0.0096,0.002,0.381,0.0457,0.0706,0.0484,0.0079
s_segment_6_4239,0.0004,0.1465,0.0001,0.7548,0.0016,0.0724,0.0007,0.0144,0.0033,0.0058,0
s_segment_6_4255,0.0644,0.0179,0,0.1351,0.0015,0.247,0.1478,0.3676,0,0.0001,0.0186
s_segment_6_428,0,0.1803,0.0003,0.3926,0,0.0001,0.0175,0.2316,0.1758,0.0007,0.0011
s_segment_6_4280,0.0304,0.0001,0.0017,0.3362,0.0273,0.0001,0.2887,0,0.0111,0.3044,0
s_segment_6_4294,0.0021,0.0021,0.0406,0.4531,0.0002,0.0211,0.0002,0.4786,0,0,0.002
s_segment_6_4299,0.0001,0.009,0.0597,0.292,0.0066,0.4488,0.0001,0.0776,0.0415,0.0532,0.0114
s_segment_6_4306,0,0,0.1232,0.8767,0,0,0,0,0,0.0001,0
s_segment_6_4356,0,0,0,0.6908,0.0162,0,0.0001,0.2379,0.0001,0.051,0.0039
s_segment_6_44,0,0.0114,0.0042,0.0758,0.0105,0.4524,0,0.4113,0.0024,0.0007,0.0313
s_segment_6_4405,0,0.0001,0.0413,0.7345,0.0029,0,0.0033,0.1929,0,0.025,0
s_segment_6_452,0,0,0.0001,0.492,0.0312,0.0702,0.1506,0.2538,0,0.0021,0
s_segment_6_4523,0.004,0.0084,0.2236,0.2876,0.0014,0.1,0.0493,0.2761,0.0317,0.0146,0.0033
s_segment_6_4529,0.0169,0.1436,0.0008,0.4422,0.008,0.3084,0.0396,0.0111,0.0258,0.0007,0.0029
s_segment_6_4535,0.0468,0.1479,0.0048,0.6404,0.0012,0.0702,0.0014,0.074,0.0129,0.0004,0
s_segment_6_4561,0,0.0016,0.0001,0.2063,0.0031,0.301,0.0003,0.4455,0.0394,0.0001,0.0026
s_segment_6_4577,0,0.0001,0.0075,0.7594,0,0.0002,0.0002,0.0127,0.1467,0,0.0732
s_segment_6_4647,0,0.024,0,0.7322,0,0.0001,0,0,0.2436,0,0.0001
s_segment_6_4716,0.0008,0.0037,0.0024,0.3732,0.0008,0.0002,0.0036,0.2695,0.0473,0.2681,0.0304
s_segment_6_4746,0,0,0.0193,0.9071,0.0032,0.0637,0,0,0.0052,0.0001,0.0014
s_segment_6_4808,0.0002,0.1353,0.0023,0.8467,0.0001,0.0003,0.0124,0.0004,0.0018,0.0002,0.0003
s_segment_6_4813,0.0014,0.0006,0.0084,0.6887,0.0242,0.0084,0,0.0123,0.0588,0.1943,0.0029
s_segment_6_4832,0.0049,0.0206,0.0021,0.7909,0.001,0.0006,0.0008,0.0024,0.0797,0.094,0.003
s_segment_6_4841,0.001,0.0003,0.0007,0.8613,0.0001,0.0001,0.0476,0.001,0.0002,0.0855,0.0022
s_segment_6_4843,0,0,0.0002,0.2672,0.0005,0.0001,0.0036,0.7274,0.0006,0,0.0004
s_segment_6_4891,0.0067,0.0002,0.0006,0.6881,0.0298,0.0019,0.2446,0.0158,0.0013,0.0038,0.0072
s_segment_6_4897,0.0454,0.0007,0.0134,0.3781,0.0006,0.4147,0.0006,0.0013,0.0105,0.1316,0.0031
s_segment_6_4900,0.0004,0.1542,0.0009,0.6281,0.0008,0.0588,0.0127,0.0355,0.0016,0.1058,0.0012
s_segment_6_4920,0.0001,0.006,0.0001,0.9287,0,0,0.0021,0.0067,0.0099,0.0424,0.004
s_segment_6_4922,0.013,0.0005,0.0002,0.1556,0.0367,0.2028,0.4075,0.001,0.06,0.1227,0
s_segment_6_4928,0,0.0016,0.0023,0.624,0.0041,0.2732,0.0014,0.0353,0.0019,0.0464,0.0098
s_segment_6_4956,0.0061,0.001,0.0014,0.8595,0.008,0.0006,0.1115,0,0.001,0.0029,0.008
s_segment_6_496,0,0,0.0001,0.6654,0.0003,0.0001,0.2037,0,0.0002,0.0034,0.1268
s_segment_6_4990,0.111,0.006,0.0053,0.2814,0.0262,0.0674,0.0072,0.4543,0.0029,0.0168,0.0215
s_segment_6_4993,0,0.0001,0.0003,0.9671,0,0.0005,0.0221,0.0088,0,0.0001,0.001
s_segment_6_505,0.0019,0.0002,0.0007,0.8092,0.0422,0.0003,0.0028,0.0013,0.0148,0.1261,0.0005
s_segment_6_506,0.0019,0,0.1058,0.5844,0.011,0.0003,0,0.2946,0.0004,0.0015,0.0001
s_segment_6_516,0.0022,0.1388,0,0.7374,0.0922,0.0002,0.0004,0.0001,0.0252,0.0033,0.0002
s_segment_6_522,0.0002,0.0424,0.1125,0.5709,0,0.0002,0.2399,0.0009,0.0011,0.0315,0.0004
s_segment_6_54,0.0002,0.0041,0,0.1296,0.0127,0.0698,0.1646,0.3689,0.2444,0.0001,0.0056
s_segment_6_570,0.002,0.0102,0.0121,0.8483,0.0013,0.0025,0.0188,0.0808,0.0025,0.0175,0.004
s_segment_6_633,0.0034,0.0026,0.0029,0.3192,0.131,0.4253,0,0.0897,0.0234,0.0014,0.0011
s_segment_6_640,0.0759,0.0604,0.0005,0.3162,0.0538,0.0038,0.0098,0.3865,0.0436,0.0494,0.0001
s_segment_6_652,0.0002,0.0007,0.0001,0.0983,0.002,0.2028,0.0561,0.513,0,0.1248,0.002
s_segment_6_655,0,0.0056,0.0002,0.6281,0.0026,0.355,0.005,0.003,0,0.0001,0.0004
s_segment_6_677,0.0009,0.0294,0.0143,0.5562,0.0101,0.0133,0.0005,0.0244,0.1797,0.1706,0.0006
s_segment_6_713,0.0001,0.0921,0.0428,0.4838,0.0003,0.0273,0.1506,0.0747,0.0027,0.0003,0.1253
s_segment_6_722,0.0009,0.0003,0.1627,0.1858,0,0.0037,0.1376,0.5045,0.0037,0.0008,0
s_segment_6_753,0.0001,0.0052,0.0098,0.4575,0.0004,0.0007,0.0002,0.4042,0.0076,0.0027,0.1116
s_segment_6_773,0,0.0023,0.0028,0.7687,0.0001,0.0368,0.0006,0,0.1875,0,0.0012
s_segment_6_786,0.0003,0.025,0.0023,0.5171,0.0272,0.0002,0.0013,0.4187,0.0005,0.001,0.0064
s_segment_6_799,0.0024,0.0005,0.0022,0.0592,0.0001,0.0138,0.7104,0.2088,0,0.0023,0.0003
s_segment_6_826,0,0.0031,0.0136,0.6594,0.0001,0.2389,0.0004,0,0.0001,0.0026,0.0818
s_segment_6_845,0,0.0001,0.0141,0.726,0.0328,0.1628,0.0002,0.0071,0.0503,0.001,0.0056
s_segment_6_849,0.0004,0,0,0.743,0,0.0003,0.1266,0.0003,0.0001,0.0024,0.1269
s_segment_6_853,0.0446,0.0018,0.0332,0.8327,0.0002,0.0037,0.001,0.0124,0.0011,0.0023,0.067
s_segment_6_908,0.0686,0.0003,0.0767,0.3312,0.0003,0.1844,0.3029,0.0095,0.0001,0.026,0
s_segment_6_922,0,0.113,0.0354,0.699,0,0.0859,0.0605,0.0046,0.0001,0.0012,0.0003
s_segment_6_930,0.1,0.0073,0.0027,0.6789,0.0063,0.0016,0.0002,0.0009,0.0131,0.1722,0.0168
s_segment_6_932,0.0017,0.0004,0.0229,0.1017,0.0013,0.0014,0.4321,0.3896,0.0041,0.0439,0.0009
s_segment_6_948,0.0349,0.0148,0.0025,0.7867,0.0225,0.0005,0.0022,0.0002,0.1251,0.0009,0.0097
s_segment_6_964,0.0385,0.0001,0,0.5419,0,0.3803,0,0.0003,0.033,0.0006,0.0053
s_segment_7_1003,0,0,0.0001,0.815,0,0.0226,0.0816,0.0001,0.0147,0.0659,0
s_segment_7_103,0.0103,0.0001,0.08,0.7225,0.0002,0.0696,0.026,0.0906,0,0,0.0007
s_segment_7_1034,0.0008,0.0076,0,0.6587,0,0.1703,0.0091,0.0946,0.0006,0.0005,0.0578
s_segment_7_1055,0,0,0.0001,0.1423,0,0.0016,0.222,0.3255,0,0.3082,0.0003
s_segment_7_1064,0.1145,0.0001,0,0.6907,0,0,0.1162,0.0095,0.0663,0.0006,0.0021
s_segment_7_1077,0.0979,0.0826,0.0011,0.6621,0,0.0006,0.0063,0.0495,0.008,0.0918,0.0001
s_segment_7_1100,0.0085,0.034,0.0078,0.137,0.0002,0.3075,0.002,0.4861,0.0006,0.0163,0
s_segment_7_1117,0.0018,0.0005,0.1415,0.2681,0.0137,0.0089,0.0239,0.5176,0.008,0.0008,0.0152
s_segment_7_1139,0.0011,0.0006,0.0566,0.3146,0.0005,0.1272,0.4227,0.0034,0.0007,0.0716,0.001
s_segment_7_1141,0.0446,0.0593,0.0261,0.3639,0.0855,0.0027,0.0146,0.2315,0.1633,0.0062,0.0023
s_segment_7_1169,0.0001,0.0002,0.0192,0.5733,0.0005,0.0006,0.0388,0.211,0.0472,0.0007,0.1084
s_segment_7_1182,0.0263,0.0004,0.0026,0.2702,0,0,0.3406,0.3078,0.0004,0.0497,0.002
s_segment_7_1213,0.0003,0.176,0,0.3789,0.0011,0.0057,0,0.3549,0.0004,0.0003,0.0824
s_segment_7_122,0.0011,0,0.0001,0.851,0.0015,0.1448,0.0001,0.0001,0.0006,0.0005,0.0002
s_segment_7_1223,0.0013,0.0241,0.0007,0.9477,0,0.0186,0,0.007,0.0005,0,0.0001
s_segment_7_1296,0.0003,0.004,0.0001,0.8521,0.0001,0.0004,0.0909,0.0006,0.0462,0.0053,0
s_segment_7_133,0.0001,0.0394,0.0567,0.1286,0.0016,0.0561,0.2195,0.4829,0.0001,0.0149,0.0001
s_segment_7_1374,0.0355,0.003,0.0033,0.5813,0.0047,0.2203,0.1331,0.003,0.0011,0.0065,0.0082
s_segment_7_138,0.0237,0.0017,0.0003,0.3322,0,0.0001,0.3301,0.0273,0.0012,0.2831,0.0003
s_segment_7_1385,0.0013,0.0715,0.001,0.6381,0,0,0.2267,0.0004,0.0003,0.0606,0.0001
s_segment_7_1405,0.0037,0.1279,0.0003,0.6224,0.1461,0.0013,0.0394,0.0016,0.0031,0.0532,0.001
