,CD4 T_marker_mean,DC_marker_mean,Endothelial Cells_marker_mean,Macrophages_marker_mean,Mast Cells_marker_mean,NK_marker_mean,Neutrophils_marker_mean,Cancer Cells_marker_mean,Unnamed: 0,cancer_type,reference_dataset,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,B Cells,CD8 T,Fibroblasts
TCGA-DJ-A3UM-01A,3.166,9.938,274.324,30.454,4.65,5.82,10.118,694.758,4769,THCA,D1D2_ref,0.042,0.02,0.082,0.008,0.006,0.003,0.283,0.023,0.19,0.079,0.12,0.047,0.013,0.028,0.049,0.006,0.062,0.014,0.199
TCGA-BJ-A45E-01A,14.518,39.229,146.465,118.052,1.289,99.178,7.585,91.074,4770,THCA,D1D2_ref,0.167,0.017,0.07,0.055,0.039,0.001,0.086,0.061,0.095,0.067,0.138,0.163,0.003,0.012,0.003,0.023,0.184,0.094,0.20500000000000002
TCGA-E8-A415-01A,1.921,9.741,149.192,28.169,2.134,4.7,9.444,560.976,4771,THCA,D1D2_ref,0.054,0.02,0.068,0.01,0.009,0.005,0.321,0.028,0.183,0.077,0.104,0.05,0.011,0.023,0.035,0.004,0.074,0.019,0.181
TCGA-DJ-A4UP-01A,17.013,25.341,326.645,55.086,2.904,19.412,11.454,649.78,4772,THCA,D1D2_ref,0.059,0.052,0.068,0.028,0.043,0.001,0.189,0.049,0.193,0.058,0.164,0.044,0.009,0.006,0.027,0.011,0.11099999999999999,0.071,0.222
TCGA-ET-A39J-01A,1.151,16.665,398.621,24.847,4.913,3.59,6.492,881.864,4773,THCA,D1D2_ref,0.033,0.027,0.109,0.012,0.006,0.004,0.03,0.008,0.29,0.068,0.269,0.035,0.01,0.027,0.056,0.016,0.06,0.018000000000000002,0.337
TCGA-KS-A41J-01A,3.944,7.473,119.445,44.731,3.016,16.283,4.646,874.211,4774,THCA,D1D2_ref,0.05,0.011,0.082,0.015,0.004,0.004,0.393,0.065,0.109,0.046,0.076,0.083,0.011,0.033,0.015,0.001,0.061,0.019,0.122
TCGA-BJ-A4O9-01A,1.0,9.459,239.15,9.125,1.0,4.636,11.968,648.248,4775,THCA,D1D2_ref,0.069,0.028,0.065,0.021,0.005,0.007,0.366,0.017,0.168,0.05,0.093,0.038,0.006,0.032,0.028,0.006,0.097,0.026000000000000002,0.14300000000000002
TCGA-EM-A2CM-01A,1.027,2.729,98.114,24.875,1.212,1.17,5.328,315.288,4776,THCA,D1D2_ref,0.064,0.013,0.062,0.006,0.003,0.013,0.497,0.027,0.123,0.035,0.064,0.054,0.016,0.01,0.011,0.002,0.077,0.009000000000000001,0.099
TCGA-EM-A2OW-01A,1.385,3.907,332.787,20.182,2.743,3.072,2.901,184.962,4777,THCA,D1D2_ref,0.088,0.015,0.094,0.014,0.01,0.005,0.114,0.011,0.283,0.049,0.189,0.057,0.018,0.028,0.008,0.016,0.103,0.024,0.238
TCGA-FE-A3PA-01A,2.228,16.411,243.669,24.932,3.136,4.266,6.174,460.399,4778,THCA,D1D2_ref,0.045,0.009,0.074,0.016,0.016,0.007,0.207,0.074,0.228,0.067,0.146,0.069,0.01,0.021,0.009,0.004,0.054,0.032,0.213
TCGA-QD-A8IV-01A,2.268,11.444,246.067,27.65,2.258,9.773,8.884,401.623,4779,THCA,D1D2_ref,0.104,0.013,0.06,0.029,0.023,0.002,0.247,0.02,0.222,0.049,0.125,0.028,0.01,0.026,0.038,0.003,0.11699999999999999,0.052000000000000005,0.174
TCGA-IM-A3U2-01A,2.6,5.968,79.729,21.628,2.068,16.778,7.088,830.813,4780,THCA,D1D2_ref,0.035,0.053,0.11,0.007,0.001,0.009,0.083,0.089,0.173,0.104,0.19,0.039,0.015,0.048,0.039,0.005,0.088,0.008,0.294
TCGA-EL-A3H5-01A,6.217,5.258,113.595,17.105,6.608,5.142,3.03,169.045,4781,THCA,D1D2_ref,0.02,0.042,0.062,0.009,0.002,0.035,0.0,0.05,0.188,0.289,0.169,0.06,0.007,0.027,0.025,0.017,0.062,0.011,0.45799999999999996
TCGA-DJ-A13R-01A,2.815,10.148,56.901,29.613,1.0,34.316,1.302,126.058,4782,THCA,D1D2_ref,0.115,0.014,0.051,0.027,0.121,0.021,0.051,0.05,0.119,0.022,0.155,0.218,0.004,0.019,0.001,0.01,0.129,0.148,0.177
TCGA-ET-A2MY-01A,2.791,4.979,103.166,15.702,1.757,27.04,6.004,736.332,4783,THCA,D1D2_ref,0.047,0.022,0.082,0.014,0.001,0.007,0.373,0.033,0.12,0.06,0.109,0.043,0.014,0.035,0.037,0.003,0.069,0.015,0.16899999999999998
TCGA-IM-A3EB-01A,6.015,13.98,73.439,34.383,2.767,37.271,6.914,675.833,4784,THCA,D1D2_ref,0.061,0.021,0.113,0.022,0.011,0.001,0.282,0.049,0.14,0.061,0.111,0.033,0.017,0.028,0.038,0.013,0.082,0.033,0.172
TCGA-DJ-A1QF-01A,1.0,4.173,283.973,37.706,3.166,2.615,8.973,423.268,4785,THCA,D1D2_ref,0.024,0.029,0.065,0.007,0.007,0.023,0.282,0.005,0.19,0.079,0.148,0.068,0.01,0.016,0.041,0.006,0.053000000000000005,0.014,0.22699999999999998
TCGA-EL-A3T1-01A,9.601,17.467,83.99,43.623,2.738,16.527,8.798,547.85,4786,THCA,D1D2_ref,0.039,0.037,0.111,0.032,0.011,0.002,0.234,0.055,0.142,0.086,0.103,0.037,0.007,0.03,0.07,0.004,0.076,0.043,0.189
TCGA-FE-A237-01A,6.962,11.297,188.752,27.547,3.375,5.027,9.526,658.233,4787,THCA,D1D2_ref,0.037,0.022,0.109,0.015,0.008,0.004,0.148,0.028,0.217,0.096,0.176,0.044,0.007,0.017,0.058,0.013,0.059,0.023,0.272
TCGA-EM-A3FJ-01A,2.368,9.176,162.488,34.419,4.119,8.231,8.319,746.241,4788,THCA,D1D2_ref,0.026,0.03,0.089,0.01,0.006,0.007,0.212,0.044,0.199,0.077,0.165,0.069,0.006,0.033,0.023,0.005,0.055999999999999994,0.016,0.242
TCGA-EL-A3D4-01A,1.334,8.337,743.5,35.047,5.089,6.604,4.48,549.922,4789,THCA,D1D2_ref,0.035,0.013,0.086,0.01,0.02,0.002,0.072,0.017,0.287,0.068,0.222,0.103,0.015,0.025,0.015,0.012,0.048,0.03,0.29000000000000004
TCGA-FE-A234-01A,11.381,8.256,104.547,28.542,2.058,15.687,8.346,720.645,4790,THCA,D1D2_ref,0.036,0.012,0.101,0.012,0.004,0.004,0.321,0.038,0.148,0.076,0.108,0.042,0.009,0.027,0.05,0.012,0.048,0.016,0.184
TCGA-FY-A40M-01A,1.0,9.89,146.225,18.138,1.99,1.96,8.133,878.9,4791,THCA,D1D2_ref,0.055,0.038,0.064,0.003,0.01,0.028,0.346,0.041,0.157,0.06,0.113,0.023,0.011,0.022,0.027,0.001,0.093,0.013000000000000001,0.173
TCGA-EM-A2OX-01A,4.314,10.012,333.43,38.952,7.524,31.425,6.33,577.742,4792,THCA,D1D2_ref,0.031,0.016,0.099,0.016,0.009,0.003,0.101,0.033,0.229,0.073,0.26,0.054,0.01,0.032,0.025,0.01,0.047,0.025,0.333
TCGA-EM-A4FR-01A,1.0,5.056,195.884,21.464,1.346,3.042,8.71,385.758,4793,THCA,D1D2_ref,0.071,0.004,0.054,0.015,0.021,0.003,0.354,0.023,0.176,0.043,0.104,0.093,0.012,0.016,0.009,0.003,0.075,0.036000000000000004,0.147
TCGA-EM-A22I-01A,4.55,5.751,81.239,19.454,3.386,20.744,6.015,492.388,4794,THCA,D1D2_ref,0.035,0.019,0.101,0.007,0.005,0.005,0.252,0.069,0.164,0.082,0.141,0.028,0.013,0.026,0.047,0.008,0.054000000000000006,0.012,0.22299999999999998
TCGA-FY-A3ON-01A,4.588,13.605,221.859,38.983,4.889,9.322,14.97,813.212,4795,THCA,D1D2_ref,0.054,0.018,0.093,0.031,0.01,0.001,0.216,0.038,0.217,0.064,0.124,0.035,0.012,0.03,0.05,0.007,0.072,0.041,0.188
TCGA-EM-A1YC-01A,1.0,3.267,171.568,23.965,1.214,2.218,2.588,187.851,4796,THCA,D1D2_ref,0.07,0.017,0.054,0.003,0.015,0.012,0.437,0.013,0.137,0.044,0.1,0.049,0.018,0.015,0.011,0.006,0.08700000000000001,0.018,0.14400000000000002
TCGA-EL-A3TA-01A,7.217,13.132,369.832,57.976,6.615,16.071,7.003,490.053,4797,THCA,D1D2_ref,0.034,0.018,0.085,0.01,0.014,0.001,0.086,0.046,0.25,0.062,0.226,0.108,0.01,0.025,0.012,0.012,0.052000000000000005,0.024,0.28800000000000003
TCGA-CE-A27D-01A,12.222,38.405,246.211,57.538,4.466,49.726,6.108,475.995,4798,THCA,D1D2_ref,0.057,0.085,0.092,0.043,0.025,0.0,0.097,0.066,0.188,0.059,0.195,0.047,0.009,0.013,0.012,0.01,0.14200000000000002,0.068,0.254
TCGA-ET-A3BT-01A,4.362,7.139,182.181,32.019,4.218,10.812,9.108,600.293,4799,THCA,D1D2_ref,0.04,0.043,0.114,0.012,0.003,0.005,0.263,0.038,0.155,0.079,0.123,0.04,0.01,0.027,0.043,0.005,0.08299999999999999,0.015,0.202
TCGA-DJ-A13U-01A,3.172,7.646,127.048,17.21,2.229,6.131,7.85,420.871,4800,THCA,D1D2_ref,0.05,0.023,0.078,0.017,0.002,0.015,0.327,0.028,0.163,0.063,0.122,0.031,0.009,0.027,0.042,0.002,0.07300000000000001,0.019000000000000003,0.185
TCGA-EM-A3O8-01A,1.0,6.403,381.469,18.108,1.454,2.038,7.465,364.795,4801,THCA,D1D2_ref,0.074,0.022,0.076,0.005,0.008,0.007,0.339,0.012,0.201,0.043,0.112,0.028,0.02,0.018,0.029,0.004,0.096,0.013000000000000001,0.155
TCGA-H2-A422-01A,1.804,5.108,86.506,15.987,1.278,1.154,13.261,528.914,4802,THCA,D1D2_ref,0.051,0.019,0.072,0.009,0.003,0.015,0.41,0.024,0.14,0.063,0.06,0.043,0.011,0.023,0.055,0.003,0.06999999999999999,0.012,0.123
TCGA-EL-A3CL-01A,1.386,11.215,232.671,30.516,2.804,6.491,10.749,544.396,4803,THCA,D1D2_ref,0.032,0.017,0.097,0.008,0.01,0.002,0.273,0.023,0.178,0.072,0.133,0.036,0.015,0.035,0.061,0.009,0.049,0.018000000000000002,0.20500000000000002
TCGA-DJ-A13V-01A,2.385,9.932,229.425,23.56,3.303,76.728,7.327,575.407,4804,THCA,D1D2_ref,0.032,0.049,0.099,0.024,0.002,0.005,0.058,0.025,0.231,0.082,0.245,0.049,0.007,0.053,0.033,0.006,0.081,0.026000000000000002,0.327
TCGA-EM-A22Q-01A,1.0,8.092,573.57,52.49,1.705,21.472,4.218,561.718,4805,THCA,D1D2_ref,0.098,0.015,0.062,0.015,0.003,0.009,0.246,0.044,0.221,0.052,0.134,0.042,0.032,0.017,0.009,0.003,0.113,0.018,0.186
TCGA-EM-A22J-01A,1.261,4.322,275.296,23.51,1.745,3.082,4.687,305.202,4806,THCA,D1D2_ref,0.073,0.013,0.074,0.007,0.015,0.002,0.37,0.031,0.191,0.033,0.095,0.043,0.012,0.021,0.015,0.005,0.086,0.022,0.128
TCGA-BJ-A0Z2-01A,2.722,10.388,169.98,21.395,1.0,2.875,8.2,427.905,4807,THCA,D1D2_ref,0.084,0.012,0.097,0.013,0.014,0.002,0.395,0.026,0.14,0.052,0.07,0.033,0.014,0.018,0.027,0.003,0.096,0.027,0.122
TCGA-E3-A3E3-01A,2.62,12.383,126.391,18.617,1.91,6.926,6.139,618.187,4808,THCA,D1D2_ref,0.049,0.019,0.075,0.013,0.003,0.009,0.355,0.046,0.141,0.07,0.103,0.038,0.009,0.026,0.041,0.003,0.068,0.016,0.173
TCGA-IM-A41Y-01A,1.18,3.084,110.706,15.555,1.0,30.536,5.399,625.442,4809,THCA,D1D2_ref,0.064,0.046,0.097,0.008,0.001,0.034,0.163,0.016,0.18,0.07,0.201,0.05,0.013,0.028,0.018,0.008,0.11,0.009000000000000001,0.271
TCGA-EM-A3AN-01A,1.843,7.896,236.335,33.389,2.525,7.974,7.215,652.109,4810,THCA,D1D2_ref,0.038,0.009,0.083,0.023,0.007,0.005,0.229,0.04,0.191,0.076,0.173,0.046,0.012,0.026,0.038,0.003,0.047,0.03,0.249
TCGA-EL-A3ZP-01A,9.768,16.665,233.122,65.478,4.118,27.733,17.729,867.252,4811,THCA,D1D2_ref,0.052,0.015,0.085,0.043,0.022,0.0,0.174,0.07,0.172,0.097,0.136,0.052,0.013,0.019,0.039,0.009,0.067,0.065,0.233
TCGA-BJ-A3F0-01A,1.0,6.986,1211.556,20.884,5.209,9.787,2.255,378.202,4812,THCA,D1D2_ref,0.047,0.022,0.084,0.007,0.013,0.006,0.0,0.022,0.335,0.061,0.276,0.04,0.016,0.034,0.015,0.021,0.069,0.02,0.337
TCGA-L6-A4EQ-01A,1.584,9.483,308.35,28.3,2.216,15.155,9.47,709.362,4813,THCA,D1D2_ref,0.036,0.025,0.081,0.015,0.002,0.008,0.346,0.028,0.189,0.059,0.07,0.063,0.007,0.042,0.024,0.004,0.061,0.017,0.129
TCGA-FE-A3PB-01A,9.756,12.739,114.123,41.358,6.378,10.574,10.951,563.31,4814,THCA,D1D2_ref,0.044,0.021,0.106,0.021,0.005,0.004,0.008,0.136,0.192,0.163,0.162,0.032,0.013,0.022,0.063,0.005,0.065,0.026000000000000002,0.325
TCGA-BJ-A0ZB-01A,1.502,3.947,116.751,17.841,1.783,2.593,7.333,403.635,4815,THCA,D1D2_ref,0.042,0.028,0.075,0.011,0.004,0.019,0.3,0.025,0.17,0.077,0.135,0.043,0.007,0.026,0.034,0.004,0.07,0.015,0.21200000000000002
TCGA-BJ-A0ZJ-01A,17.255,19.619,266.641,80.0,4.776,23.123,9.648,520.505,4816,THCA,D1D2_ref,0.061,0.063,0.088,0.043,0.021,0.001,0.204,0.036,0.159,0.053,0.176,0.044,0.007,0.012,0.028,0.004,0.124,0.064,0.22899999999999998
TCGA-EM-A4G1-01A,2.244,5.389,127.826,26.123,2.153,2.59,7.557,346.872,4817,THCA,D1D2_ref,0.059,0.015,0.051,0.008,0.003,0.017,0.448,0.041,0.161,0.038,0.073,0.043,0.013,0.005,0.022,0.003,0.074,0.011,0.11099999999999999
TCGA-DJ-A3V7-01A,4.521,6.842,131.804,22.264,2.743,3.016,8.984,657.119,4818,THCA,D1D2_ref,0.056,0.02,0.085,0.01,0.002,0.005,0.381,0.045,0.134,0.055,0.084,0.044,0.013,0.026,0.036,0.002,0.076,0.012,0.139
TCGA-KS-A4I3-01A,1.617,11.205,236.491,15.533,2.878,11.735,7.441,647.426,4819,THCA,D1D2_ref,0.05,0.018,0.07,0.023,0.004,0.005,0.276,0.038,0.205,0.064,0.132,0.032,0.008,0.033,0.04,0.003,0.068,0.027,0.196
TCGA-EL-A3GR-01A,5.304,10.305,152.808,43.941,4.908,3.749,18.022,800.711,4820,THCA,D1D2_ref,0.029,0.02,0.085,0.005,0.033,0.003,0.116,0.018,0.226,0.081,0.193,0.033,0.011,0.013,0.09,0.046,0.049,0.038,0.274
TCGA-EM-A3AQ-01A,1.195,8.73,470.951,43.277,4.524,8.52,9.044,706.875,4821,THCA,D1D2_ref,0.038,0.008,0.06,0.019,0.016,0.003,0.314,0.015,0.218,0.049,0.125,0.086,0.011,0.017,0.018,0.003,0.046,0.035,0.174
TCGA-BJ-A45C-01A,1.087,6.625,331.59,20.484,1.806,4.012,6.758,457.367,4822,THCA,D1D2_ref,0.055,0.034,0.064,0.008,0.007,0.019,0.092,0.008,0.248,0.059,0.29,0.022,0.012,0.028,0.049,0.004,0.089,0.015,0.349
TCGA-DJ-A2PN-01A,2.318,13.147,220.493,27.662,3.157,4.887,11.689,712.211,4823,THCA,D1D2_ref,0.046,0.016,0.075,0.009,0.008,0.002,0.321,0.018,0.197,0.058,0.113,0.037,0.012,0.022,0.056,0.01,0.062,0.017,0.171
TCGA-ET-A2MX-01A,1.0,3.292,59.07,45.343,1.0,1.37,5.515,783.057,4824,THCA,D1D2_ref,0.061,0.02,0.064,0.007,0.003,0.022,0.485,0.036,0.11,0.045,0.04,0.044,0.014,0.017,0.031,0.001,0.081,0.01,0.08499999999999999
TCGA-DJ-A4V2-01A,7.753,9.487,98.845,26.726,2.436,4.249,11.236,732.41,4825,THCA,D1D2_ref,0.042,0.012,0.082,0.01,0.012,0.002,0.346,0.038,0.143,0.073,0.091,0.043,0.012,0.018,0.069,0.008,0.054000000000000006,0.022,0.16399999999999998
TCGA-ET-A39P-01A,2.041,5.771,139.303,26.66,3.46,4.851,8.68,556.644,4826,THCA,D1D2_ref,0.042,0.032,0.09,0.01,0.002,0.011,0.25,0.032,0.174,0.073,0.166,0.033,0.012,0.032,0.038,0.004,0.07400000000000001,0.012,0.239
TCGA-DJ-A2Q3-01A,10.284,14.729,124.612,44.457,5.524,11.822,7.658,604.084,4827,THCA,D1D2_ref,0.045,0.066,0.083,0.03,0.015,0.002,0.216,0.044,0.163,0.088,0.124,0.037,0.015,0.009,0.055,0.009,0.111,0.045,0.212
TCGA-DJ-A2QC-01A,1.443,9.437,576.212,62.67,8.08,17.659,5.347,738.839,4828,THCA,D1D2_ref,0.042,0.036,0.084,0.025,0.004,0.005,0.038,0.014,0.288,0.054,0.237,0.106,0.01,0.039,0.007,0.012,0.078,0.029,0.291
TCGA-KS-A4IB-01A,1.0,3.432,174.545,16.9,1.697,2.965,9.332,371.318,4829,THCA,D1D2_ref,0.045,0.031,0.094,0.011,0.003,0.022,0.384,0.011,0.139,0.055,0.108,0.03,0.011,0.021,0.031,0.003,0.076,0.013999999999999999,0.163
TCGA-EM-A3AK-01A,4.898,7.947,484.973,33.39,9.073,8.567,6.108,514.879,4830,THCA,D1D2_ref,0.029,0.013,0.065,0.015,0.01,0.003,0.287,0.015,0.205,0.062,0.155,0.075,0.01,0.017,0.035,0.005,0.042,0.025,0.217
TCGA-EM-A3ST-01A,1.0,52.431,352.237,17.301,1.633,14.399,7.576,568.673,4831,THCA,D1D2_ref,0.079,0.01,0.053,0.04,0.002,0.005,0.327,0.024,0.181,0.047,0.112,0.06,0.014,0.032,0.012,0.003,0.089,0.042,0.159
TCGA-FK-A3SD-01A,1.0,2.233,355.848,8.912,1.605,1.0,2.779,764.429,4832,THCA,D1D2_ref,0.066,0.035,0.086,0.007,0.018,0.006,0.178,0.031,0.214,0.058,0.213,0.027,0.019,0.021,0.016,0.005,0.101,0.024999999999999998,0.271
TCGA-DJ-A2PQ-01A,1.0,8.625,182.451,30.376,3.038,5.559,6.593,595.492,4833,THCA,D1D2_ref,0.033,0.033,0.084,0.015,0.004,0.008,0.187,0.02,0.195,0.063,0.22,0.075,0.006,0.029,0.021,0.007,0.066,0.019,0.28300000000000003
TCGA-DJ-A13P-01A,1.493,9.142,422.42,45.995,5.165,9.18,6.305,681.409,4834,THCA,D1D2_ref,0.042,0.03,0.081,0.017,0.003,0.007,0.234,0.005,0.217,0.057,0.172,0.054,0.009,0.043,0.023,0.007,0.07200000000000001,0.02,0.22899999999999998
TCGA-EM-A2CL-01A,1.0,4.419,464.392,9.281,1.995,2.939,3.269,452.277,4835,THCA,D1D2_ref,0.077,0.025,0.059,0.01,0.013,0.01,0.171,0.007,0.229,0.051,0.249,0.019,0.015,0.026,0.036,0.005,0.10200000000000001,0.023,0.3
TCGA-EL-A3MW-01A,1.422,7.151,279.418,50.58,4.367,5.103,6.047,514.443,4836,THCA,D1D2_ref,0.027,0.02,0.058,0.012,0.006,0.01,0.364,0.007,0.163,0.061,0.107,0.111,0.007,0.021,0.021,0.006,0.047,0.018000000000000002,0.16799999999999998
TCGA-J8-A3NZ-01A,4.701,8.432,98.405,26.396,2.61,5.431,8.559,668.919,4837,THCA,D1D2_ref,0.043,0.016,0.079,0.018,0.007,0.004,0.368,0.055,0.13,0.07,0.092,0.047,0.011,0.026,0.031,0.002,0.059,0.024999999999999998,0.162
TCGA-DE-A4MD-01A,1.0,3.504,46.653,9.94,1.0,1.674,14.549,549.845,4838,THCA,D1D2_ref,0.061,0.026,0.058,0.02,0.001,0.074,0.406,0.011,0.097,0.055,0.059,0.028,0.014,0.033,0.054,0.002,0.087,0.021,0.11399999999999999
TCGA-DJ-A3UY-01A,14.395,13.314,174.214,42.482,4.219,3.38,10.639,585.45,4839,THCA,D1D2_ref,0.027,0.02,0.096,0.005,0.012,0.006,0.16,0.058,0.204,0.11,0.144,0.045,0.012,0.017,0.076,0.007,0.047,0.017,0.254
TCGA-ET-A25O-01A,1.0,2.281,146.865,14.427,1.312,4.359,8.145,612.386,4840,THCA,D1D2_ref,0.039,0.021,0.067,0.018,0.002,0.023,0.411,0.013,0.123,0.055,0.09,0.066,0.014,0.029,0.028,0.003,0.06,0.019999999999999997,0.145
TCGA-EL-A3ZM-01A,2.954,11.58,55.423,53.658,3.417,12.057,11.799,1232.38,4841,THCA,D1D2_ref,0.039,0.034,0.099,0.008,0.001,0.013,0.27,0.09,0.12,0.116,0.08,0.058,0.011,0.036,0.019,0.006,0.07300000000000001,0.009000000000000001,0.196
TCGA-EM-A1YE-01A,1.0,9.332,371.441,20.495,2.077,6.148,3.051,452.947,4842,THCA,D1D2_ref,0.069,0.018,0.077,0.007,0.012,0.007,0.185,0.05,0.21,0.055,0.219,0.036,0.019,0.019,0.013,0.004,0.08700000000000001,0.019,0.274
TCGA-J8-A42S-01A,2.438,9.227,184.85,24.254,2.909,16.696,10.94,733.451,4843,THCA,D1D2_ref,0.041,0.02,0.096,0.009,0.011,0.003,0.055,0.036,0.275,0.08,0.241,0.048,0.011,0.024,0.042,0.009,0.061,0.019999999999999997,0.321
TCGA-ET-A2MZ-01A,3.627,6.679,401.138,31.745,10.295,3.787,5.427,613.163,4844,THCA,D1D2_ref,0.034,0.023,0.083,0.01,0.003,0.008,0.254,0.004,0.23,0.058,0.154,0.052,0.01,0.023,0.042,0.012,0.057,0.013000000000000001,0.212
TCGA-CE-A3ME-01A,1.531,22.255,130.765,27.923,2.203,8.764,10.715,810.992,4845,THCA,D1D2_ref,0.045,0.022,0.072,0.015,0.006,0.003,0.327,0.038,0.162,0.063,0.113,0.029,0.007,0.044,0.047,0.005,0.067,0.020999999999999998,0.176
TCGA-EM-A3AR-01A,5.783,8.216,168.994,20.822,2.343,3.077,5.185,713.674,4846,THCA,D1D2_ref,0.043,0.019,0.092,0.009,0.019,0.008,0.125,0.031,0.211,0.092,0.22,0.048,0.008,0.017,0.049,0.008,0.062,0.027999999999999997,0.312
TCGA-FY-A3BL-01A,1.0,3.035,99.015,9.224,1.271,8.15,6.07,518.2,4847,THCA,D1D2_ref,0.05,0.016,0.059,0.03,0.003,0.024,0.391,0.03,0.12,0.061,0.085,0.039,0.011,0.035,0.043,0.001,0.066,0.033,0.14600000000000002
TCGA-EM-A3FM-01A,3.861,6.311,84.705,37.523,1.87,5.443,8.729,950.718,4848,THCA,D1D2_ref,0.039,0.018,0.089,0.013,0.002,0.005,0.256,0.101,0.134,0.09,0.122,0.056,0.011,0.032,0.028,0.004,0.056999999999999995,0.015,0.212
TCGA-BJ-A4O8-01A,14.617,13.723,175.192,40.386,4.165,35.281,21.077,645.695,4849,THCA,D1D2_ref,0.029,0.023,0.113,0.027,0.004,0.003,0.0,0.078,0.207,0.125,0.214,0.038,0.009,0.018,0.082,0.029,0.052000000000000005,0.031,0.33899999999999997
TCGA-H2-A3RI-01A,5.096,8.478,108.982,28.161,2.176,8.824,9.408,574.342,4850,THCA,D1D2_ref,0.045,0.017,0.056,0.012,0.003,0.013,0.42,0.051,0.12,0.057,0.073,0.063,0.007,0.029,0.031,0.002,0.062,0.015,0.13
TCGA-ET-A3BQ-01B,1.843,12.597,376.088,42.798,4.589,10.218,9.217,652.53,4851,THCA,D1D2_ref,0.028,0.018,0.085,0.016,0.005,0.003,0.15,0.018,0.265,0.072,0.191,0.049,0.007,0.036,0.049,0.011,0.046,0.021,0.263
TCGA-CE-A482-01A,2.546,8.065,345.821,37.454,7.729,6.302,9.683,555.728,4852,THCA,D1D2_ref,0.03,0.011,0.095,0.013,0.006,0.001,0.249,0.035,0.184,0.061,0.181,0.056,0.011,0.023,0.035,0.009,0.040999999999999995,0.019,0.242
TCGA-DJ-A4UT-01A,15.807,20.598,291.944,47.257,4.14,32.745,9.568,488.354,4853,THCA,D1D2_ref,0.032,0.007,0.075,0.051,0.034,0.0,0.042,0.061,0.246,0.089,0.236,0.035,0.013,0.014,0.04,0.024,0.039,0.08499999999999999,0.32499999999999996
TCGA-BJ-A3PU-01A,2.476,5.669,55.305,33.222,2.527,41.525,6.099,972.76,4854,THCA,D1D2_ref,0.064,0.02,0.081,0.01,0.001,0.008,0.407,0.074,0.106,0.048,0.058,0.051,0.015,0.035,0.021,0.002,0.084,0.011,0.10600000000000001
TCGA-ET-A25I-01A,1.545,3.332,243.039,26.414,1.517,8.22,2.739,239.67,4855,THCA,D1D2_ref,0.093,0.016,0.065,0.006,0.017,0.005,0.303,0.031,0.199,0.032,0.119,0.075,0.015,0.016,0.005,0.005,0.109,0.023,0.151
TCGA-BJ-A2NA-01A,2.014,11.196,129.85,25.1,3.49,6.166,8.672,777.831,4856,THCA,D1D2_ref,0.053,0.009,0.077,0.028,0.004,0.003,0.31,0.028,0.172,0.07,0.114,0.04,0.014,0.024,0.05,0.005,0.062,0.032,0.184
TCGA-DJ-A3V0-01A,2.74,6.262,146.793,34.893,4.734,9.652,8.655,654.711,4857,THCA,D1D2_ref,0.029,0.024,0.074,0.01,0.003,0.006,0.111,0.046,0.223,0.1,0.237,0.048,0.008,0.035,0.04,0.007,0.053000000000000005,0.013000000000000001,0.33699999999999997
TCGA-DJ-A3VB-01A,6.26,13.737,86.049,21.9,2.33,15.274,5.119,855.139,4858,THCA,D1D2_ref,0.04,0.016,0.088,0.01,0.003,0.004,0.298,0.083,0.143,0.07,0.129,0.049,0.013,0.029,0.021,0.004,0.056,0.013000000000000001,0.199
TCGA-DJ-A2PV-01A,4.322,12.165,503.604,44.99,10.322,6.785,9.629,490.176,4859,THCA,D1D2_ref,0.02,0.037,0.09,0.008,0.027,0.003,0.0,0.017,0.265,0.085,0.278,0.043,0.005,0.02,0.085,0.017,0.056999999999999995,0.035,0.36300000000000004
TCGA-BJ-A3PR-01A,19.659,50.294,141.82,87.437,4.3,75.03,9.421,521.498,4860,THCA,D1D2_ref,0.049,0.091,0.075,0.066,0.032,0.0,0.244,0.048,0.102,0.054,0.083,0.106,0.018,0.011,0.016,0.005,0.14,0.098,0.137
TCGA-EL-A3CR-01A,9.082,12.732,153.804,77.87,3.574,16.972,11.342,525.624,4861,THCA,D1D2_ref,0.03,0.019,0.075,0.013,0.003,0.006,0.169,0.024,0.167,0.119,0.116,0.174,0.007,0.017,0.031,0.029,0.049,0.016,0.235
TCGA-ET-A25N-01A,3.427,10.251,245.973,32.812,1.576,6.536,13.607,998.334,4862,THCA,D1D2_ref,0.028,0.017,0.075,0.005,0.028,0.004,0.276,0.01,0.2,0.062,0.158,0.042,0.021,0.007,0.054,0.014,0.045,0.033,0.22
TCGA-EM-A1CT-01A,6.733,5.644,107.103,27.84,1.057,2.548,7.825,419.982,4863,THCA,D1D2_ref,0.041,0.012,0.058,0.024,0.003,0.015,0.412,0.034,0.132,0.067,0.084,0.056,0.006,0.017,0.039,0.002,0.053000000000000005,0.027,0.15100000000000002
TCGA-DE-A0Y3-01B,1.883,5.507,81.422,20.61,1.467,3.946,10.402,727.14,4864,THCA,D1D2_ref,0.043,0.021,0.073,0.01,0.004,0.01,0.377,0.034,0.13,0.069,0.073,0.033,0.009,0.034,0.077,0.002,0.064,0.014,0.14200000000000002
