,Non-plasma B cells,Plasma B cells,CD4 T,CD8 T (GZMK high),CD8 T effector,DC,Endothelial Cells,Cancer Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Double-neg-like T,Monocytes
s_segment_2_1609,0.0071,0.1101,0.0104,0.0001,0.0012,0,0.0002,0.8347,0,0,0.0001,0.0057,0,0.001,0.0211,0.0083
s_segment_2_1617,0,0,0,0.0001,0.0008,0,0.0149,0.3281,0,0.516,0.0021,0.1199,0.0027,0.0146,0,0.0008
s_segment_2_1622,0.0485,0,0.0963,0.0051,0,0,0.0694,0.5374,0.0003,0.039,0.0439,0,0.0003,0.0001,0.1577,0.002
s_segment_2_1654,0.0008,0.0001,0.008,0,0.0589,0.0962,0.1022,0.6639,0.0603,0.001,0.0007,0.0004,0,0.0043,0.0004,0.0028
s_segment_2_1672,0.0011,0.003,0.0012,0.0007,0.0514,0.0023,0.0001,0.4067,0.0213,0.0235,0.4886,0.0001,0,0,0,0
s_segment_2_1677,0.0001,0.001,0.0002,0.0222,0.0003,0.0011,0.0097,0.2207,0.7303,0.006,0.0004,0.0009,0.0005,0.0001,0.0059,0.0006
s_segment_2_1678,0.0001,0.0001,0,0.0001,0.0006,0,0.0968,0.244,0.0046,0,0.0023,0.0064,0.0003,0.0128,0.6319,0
s_segment_2_169,0,0.0663,0,0.0023,0.0037,0.142,0,0.4671,0.0002,0.0005,0.0137,0.0812,0.2147,0.0044,0.0039,0
s_segment_2_1691,0,0.0204,0,0.0424,0.0001,0,0.0003,0.3136,0.0002,0.023,0.0009,0.5813,0,0.0064,0.0114,0
s_segment_2_1694,0.0482,0.028,0.0022,0.0014,0.0001,0.0001,0.388,0.011,0.0002,0.345,0.0365,0.0292,0.001,0.1045,0.0002,0.0044
s_segment_2_171,0,0.0011,0,0,0,0.2051,0.3551,0.0701,0,0.0139,0.2429,0,0,0.0001,0.1071,0.0046
s_segment_2_1711,0.0007,0.0001,0,0.0041,0.0001,0.0012,0.1759,0.0035,0.4722,0.0001,0.0029,0,0,0.0194,0.2973,0.0225
s_segment_2_1714,0.0004,0.0095,0.004,0.2599,0.0066,0.0263,0.3205,0.0014,0.0038,0.3076,0.028,0.0002,0.0002,0,0.0224,0.0092
s_segment_2_1722,0.0098,0.0476,0.0006,0,0,0.0001,0.0002,0.5783,0,0,0.0239,0.0021,0.0001,0.0464,0.1511,0.1398
s_segment_2_1724,0,0.003,0,0,0,0,0.0001,0.969,0.0266,0,0,0.0001,0.0011,0.0001,0,0
s_segment_2_1745,0.1332,0.0019,0.0005,0.1025,0.0136,0.0248,0.2309,0,0.3971,0,0.0937,0.0002,0.0002,0.001,0.0002,0.0002
s_segment_2_1750,0.0168,0.0083,0.0044,0.0053,0.001,0.0001,0.0342,0.6178,0.0036,0.0112,0.0032,0.0004,0.0019,0.005,0.0119,0.2749
s_segment_2_1797,0.0009,0.0282,0.0002,0,0.0001,0.0372,0.0018,0.4837,0.0003,0.1109,0,0.0041,0,0.0677,0.0344,0.2305
s_segment_2_1803,0,0.0073,0.1083,0,0,0,0,0.1594,0.6376,0.0001,0.0768,0,0.0001,0,0.0104,0
s_segment_2_1805,0.0001,0,0.0067,0,0.0026,0,0.3489,0.1881,0.3888,0.0645,0,0,0,0,0.0003,0
s_segment_2_1810,0.2447,0.0008,0.0779,0.0001,0.0015,0,0.2042,0.4108,0.0013,0,0.0163,0.0254,0.0004,0.0059,0.0001,0.0106
s_segment_2_1813,0.0005,0,0.0828,0.0075,0.0676,0.0001,0,0.1169,0.1843,0.0001,0.5348,0.0002,0.0013,0.0033,0,0.0006
s_segment_2_1816,0.0001,0.1995,0,0.0067,0.1423,0.1728,0,0.3099,0,0,0.1144,0.0138,0.002,0.0375,0.001,0
s_segment_2_1819,0.008,0,0,0.0086,0.0042,0.1909,0.0553,0.696,0.0003,0,0,0,0.0065,0.0298,0.0001,0.0003
s_segment_2_1826,0.0404,0.2769,0.0033,0.0134,0.0001,0,0,0.4112,0.0027,0.0796,0,0.1713,0,0,0.0011,0
s_segment_2_1835,0,0,0.0297,0.0001,0.0002,0.0004,0.0945,0.0414,0.0151,0.0449,0.7682,0,0.0055,0,0,0
s_segment_2_1836,0.0005,0,0,0.0022,0.0001,0.0001,0.4544,0.0038,0.1601,0,0.3757,0,0,0.0031,0,0
s_segment_2_1840,0,0,0,0.0001,0,0,0,0.8404,0,0.1547,0.0001,0,0,0.0046,0.0001,0
s_segment_2_1852,0.4013,0.0005,0.0482,0,0.0338,0.0099,0.2822,0.214,0.0048,0.0013,0.0001,0.0038,0,0,0,0.0001
s_segment_2_1853,0,0.0277,0.0001,0.0068,0,0.0004,0,0.7893,0.0778,0.0537,0.0124,0,0,0.0219,0.0098,0.0001
s_segment_2_1870,0,0,0,0.0214,0.0003,0,0.0001,0.2662,0,0.5772,0.1003,0.0143,0,0.0202,0,0
s_segment_2_1872,0,0,0,0.0001,0.0012,0.0667,0,0.0268,0.843,0,0.0589,0.0001,0,0,0,0.0032
s_segment_2_1875,0,0.0051,0.0002,0.0058,0.0004,0.034,0.3303,0.0088,0.0001,0.3785,0.2367,0,0.0001,0,0,0
s_segment_2_19,0.0124,0,0,0,0.0004,0,0.0001,0.9779,0.0011,0.0003,0,0,0,0.001,0.0068,0
s_segment_2_1911,0,0.0058,0.0035,0.0009,0,0,0,0.8371,0.0019,0,0.0001,0.0026,0.0148,0,0,0.1333
s_segment_2_1915,0.0951,0.0729,0.0001,0,0.0006,0,0.131,0.0181,0.0001,0.6558,0,0.0218,0,0,0.0021,0.0024
s_segment_2_1919,0,0.0708,0,0,0.0029,0.0008,0.557,0.3256,0,0,0.0001,0.0204,0,0,0.0195,0.0029
s_segment_2_1945,0.052,0,0,0.0001,0.0062,0.0479,0.3968,0.0014,0,0.0617,0.2957,0.0003,0.1373,0.0003,0.0003,0
s_segment_2_1951,0.0301,0.0001,0.1126,0,0.0001,0,0.0001,0.7701,0,0,0,0.0786,0.0063,0.0019,0.0001,0
s_segment_2_1971,0,0.0001,0.0346,0.0904,0,0.0033,0,0.8044,0.0658,0.0013,0.0001,0,0,0,0,0
s_segment_2_1976,0.2421,0,0.0087,0.0007,0,0,0,0.6542,0.003,0.0899,0.0001,0,0.0008,0.0005,0,0
s_segment_2_1977,0.0003,0.0077,0,0.0107,0.0004,0.0196,0.0161,0.7362,0.0302,0.0001,0,0.0994,0.0031,0.004,0.0006,0.0716
s_segment_2_198,0.0006,0,0.0732,0,0.0724,0.0001,0.0002,0.8174,0.0004,0.0005,0.0034,0,0.0001,0.0005,0.0195,0.0117
s_segment_2_1991,0.0027,0.2642,0.0565,0.15,0.0001,0,0.0003,0.1124,0.3139,0.0922,0.0044,0.0004,0.0021,0.0003,0,0.0005
s_segment_2_1992,0.0063,0,0,0.0001,0.0027,0.0001,0,0.7932,0,0,0,0.1742,0,0.0234,0,0
s_segment_2_1994,0,0,0.0001,0,0.0001,0,0,0.4845,0.0296,0,0.0001,0.3229,0,0.1388,0.0222,0.0017
s_segment_2_1998,0.0001,0.0331,0,0.0479,0.1866,0,0.0459,0.6699,0.0138,0.0001,0.0008,0,0.0001,0,0,0.0017
s_segment_2_2006,0.0001,0.1798,0,0.0455,0,0.0179,0.3561,0,0,0.2171,0.0811,0.0966,0.0053,0.0002,0.0003,0
s_segment_2_201,0.0563,0,0,0.0011,0,0,0.0195,0.2891,0.0432,0.0001,0.5885,0,0.0022,0,0,0
s_segment_2_204,0,0.4086,0.0017,0.1316,0,0,0,0.3417,0.0012,0.0001,0,0,0.0011,0.0023,0,0.1117
s_segment_2_2049,0.1135,0,0.0001,0.0007,0,0,0.0018,0.2209,0.0001,0.167,0,0.2966,0.0345,0.0123,0.1,0.0525
s_segment_2_2064,0.0005,0,0,0.0001,0.3117,0.0656,0.0088,0.5864,0.0022,0.0001,0.0002,0.0171,0,0.0011,0.0001,0.0061
s_segment_2_2068,0.0031,0,0.008,0.0001,0,0,0.0912,0.0194,0.5081,0.0489,0.3145,0,0.0007,0.0058,0.0001,0.0001
s_segment_2_2072,0.1283,0.0086,0.006,0.0027,0,0.4101,0.0576,0.3691,0.0087,0,0.0001,0.0032,0,0.0009,0.0037,0.001
s_segment_2_208,0,0.0015,0.0066,0.3507,0.0001,0,0,0.4303,0.0001,0.0055,0.0052,0.0376,0.0003,0.0002,0,0.1619
s_segment_2_2090,0.0001,0.0001,0.1287,0,0,0.0008,0.0487,0.5062,0.0118,0.0001,0.0186,0.2743,0.0012,0.0063,0,0.0031
s_segment_2_2121,0.3949,0.0006,0.0002,0.0025,0,0.0446,0.1893,0.0001,0.222,0.0298,0.0795,0,0.0005,0.0045,0.0002,0.0313
s_segment_2_2123,0.0033,0.0315,0.0002,0.0022,0.0001,0,0.6121,0.0635,0.1478,0.0011,0.0024,0.131,0.0045,0,0.0001,0.0002
s_segment_2_2128,0.243,0.0391,0.0582,0.0002,0.0069,0.0885,0.0006,0.4724,0.0085,0.0001,0.0119,0.0018,0,0,0.0643,0.0045
s_segment_2_2130,0.1206,0,0,0,0.0001,0,0.0001,0.4323,0.1651,0.2765,0.0001,0.0011,0.0004,0,0.0037,0
s_segment_2_2133,0,0,0,0,0.0002,0.8166,0.0201,0.1522,0,0.0045,0.0053,0,0,0.0001,0.0009,0.0001
s_segment_2_2140,0.0009,0.0327,0.0445,0.0319,0.007,0.0003,0.1531,0.003,0.1913,0.0796,0.4261,0.0002,0.0017,0.0007,0.0265,0.0005
s_segment_2_2144,0.0004,0.0001,0.3034,0.0025,0,0.0047,0,0.4157,0,0.0001,0.0287,0.2439,0.0001,0,0.0003,0.0001
s_segment_2_2164,0.0004,0.001,0,0.0001,0.0058,0.2124,0.0053,0.4348,0.126,0.0002,0.0086,0,0,0.2029,0.0025,0
s_segment_2_2173,0,0,0.0001,0,0.0003,0.6728,0,0.306,0.0098,0.0008,0,0,0,0.0101,0,0.0001
s_segment_2_2178,0.1562,0.0001,0.0081,0,0.0003,0,0.0013,0.7554,0,0.0176,0,0,0,0,0,0.061
s_segment_2_2179,0.0746,0.0001,0,0.0005,0,0.0425,0.0001,0.0638,0.002,0.6275,0.1594,0.018,0.0113,0,0,0.0002
s_segment_2_2191,0.0064,0,0.0001,0,0.1002,0.0086,0.0496,0.4168,0.4174,0,0,0,0,0,0.0007,0.0002
s_segment_2_2194,0.4151,0,0.0007,0.0619,0.0003,0,0.2731,0.0926,0,0.1243,0,0.0122,0.0001,0,0.0009,0.0188
s_segment_2_2195,0.0015,0.175,0.0179,0.0001,0.0016,0.0028,0,0,0.5178,0.1961,0.0695,0,0,0.0001,0.0176,0
s_segment_2_2200,0.0014,0.001,0.0182,0.0044,0.0936,0.0386,0.0013,0.522,0.0096,0.0012,0.0001,0,0.0001,0.0012,0.3062,0.0011
s_segment_2_2207,0,0.0008,0.1929,0.0145,0.0201,0.0003,0.3151,0.0002,0.4534,0,0.001,0.0001,0,0.0001,0.0006,0.0009
s_segment_2_2212,0.0008,0.0295,0.0301,0,0.0002,0.1745,0.4548,0.0012,0.2359,0.0639,0.0003,0,0.001,0,0.0059,0.0019
s_segment_2_2213,0.0075,0,0.0001,0.0006,0,0.0003,0,0,0.4749,0.2799,0.2326,0.0001,0.0001,0.0028,0,0.0011
s_segment_2_2214,0.3745,0.2237,0.0004,0.0387,0.0014,0.0006,0.0003,0.1597,0.0447,0.0008,0.112,0.0017,0.0123,0.0291,0,0.0001
s_segment_2_2227,0.0203,0.0001,0.0006,0,0,0,0.046,0.1777,0.0005,0.5912,0.0093,0,0.0004,0.0044,0.0193,0.1302
s_segment_2_2237,0.0234,0,0.0001,0.0832,0,0.0001,0.0001,0.2313,0.0008,0.4739,0.0003,0.1502,0,0.0365,0.0001,0
s_segment_2_2238,0.0004,0,0,0.0002,0.0001,0.0002,0.005,0.0432,0.8522,0.0021,0.0506,0.0078,0.0002,0.0314,0,0.0066
s_segment_2_2239,0.0143,0.083,0.3778,0,0.0002,0.0167,0.0516,0.3862,0,0.011,0.0283,0.0001,0.0032,0.027,0.0003,0.0003
s_segment_2_2252,0.0008,0.0064,0,0.0002,0,0.0267,0,0.2591,0.5673,0.1342,0.0014,0.0031,0.0006,0,0.0002,0
s_segment_2_2255,0,0.0681,0.0262,0,0.0009,0.0018,0.0751,0,0.7548,0,0.0106,0.001,0,0.0001,0.0001,0.0613
s_segment_2_2277,0,0,0.0057,0,0.0002,0.0004,0.0002,0.2899,0.0031,0,0.4131,0.0003,0.0001,0,0.2057,0.0813
s_segment_2_2283,0.1934,0,0.0001,0,0,0.0006,0,0.7819,0.0004,0.0008,0.0222,0.0001,0,0,0.0001,0.0004
s_segment_2_230,0.0003,0.0266,0,0.0041,0.0008,0.0843,0.0023,0.1429,0.0006,0.7189,0.0002,0.0001,0.0001,0,0.0018,0.017
s_segment_2_2312,0,0.1295,0,0.0002,0.0116,0.0001,0.0692,0.1239,0,0.0002,0.3614,0,0.0917,0.0019,0.2093,0.001
s_segment_2_2328,0.0001,0.0109,0.0021,0.0097,0.0024,0,0.1948,0.3707,0.0064,0.0246,0.1179,0.0189,0.0019,0.1831,0.0001,0.0564
s_segment_2_2344,0.0001,0.0001,0.0025,0.0518,0,0.0005,0.4918,0.4404,0,0,0.0127,0,0,0.0001,0,0
s_segment_2_2345,0,0,0,0.0113,0.0008,0.193,0.031,0.7057,0,0,0,0,0.0159,0.0422,0,0.0001
s_segment_2_2346,0,0.0001,0.0001,0,0.0002,0.0001,0.0796,0.2622,0,0.6485,0,0,0,0.0046,0.0018,0.0028
s_segment_2_2349,0.0001,0.0911,0,0.0104,0.0001,0.0002,0,0.0001,0.637,0.0265,0.2336,0,0,0.0009,0,0
s_segment_2_235,0.1293,0.0234,0,0.0008,0,0,0,0.4835,0,0.0009,0.0003,0.3211,0,0.0001,0,0.0406
s_segment_2_236,0.0001,0,0,0,0,0.0001,0.013,0.0115,0.1164,0.2862,0.2299,0.0001,0.2856,0.0003,0.0009,0.0559
s_segment_2_2365,0,0.0001,0.3069,0.0001,0,0.1005,0.0141,0.1908,0.3724,0,0,0.0004,0.0001,0,0.0145,0.0001
s_segment_2_2366,0,0.0008,0,0,0.0304,0.003,0,0.377,0,0.0492,0.0012,0,0.0035,0.0001,0,0.5348
s_segment_2_2368,0,0.2506,0,0.0061,0.0132,0.0037,0.1502,0.0004,0.557,0.0001,0.0003,0,0.0184,0,0,0
s_segment_2_2374,0.0002,0.0177,0,0.028,0.0001,0,0.0048,0.7499,0.0085,0,0.1907,0,0.0001,0,0,0
s_segment_2_2388,0.0071,0.0001,0.0581,0.013,0.0003,0.0695,0.0119,0.6234,0.0003,0.0394,0.0838,0.0902,0,0,0.0001,0.0028
s_segment_2_2394,0.0723,0,0.0001,0.0027,0.0949,0.0001,0.0004,0.6865,0,0.0001,0.0036,0.1231,0,0.0078,0.0082,0.0002
s_segment_2_2395,0,0.0001,0.1234,0.0001,0.0021,0.002,0,0.7128,0.0021,0.0095,0.0019,0.1258,0.0002,0.0017,0.0154,0.0029
s_segment_2_2398,0.0029,0,0,0.0001,0,0,0,0.5672,0,0.0784,0,0,0.315,0,0.0017,0.0347
s_segment_2_2405,0,0.1247,0,0.0046,0.0001,0.0008,0.1953,0.3552,0,0.0215,0.0001,0,0.2977,0,0,0
s_segment_2_2425,0,0.0001,0.0001,0.101,0.0014,0.0003,0.0013,0.1967,0.567,0.086,0.0211,0.0138,0.0005,0,0.0016,0.0091
s_segment_2_2443,0.083,0.0632,0,0.0349,0.0064,0.0005,0.0239,0.7389,0.0006,0,0.0008,0.0029,0.0006,0.0086,0.0073,0.0284
s_segment_2_2451,0.1847,0,0.0001,0.0388,0.0372,0.0178,0.0215,0.1721,0.0061,0.5171,0,0.001,0.0034,0.0001,0.0001,0
s_segment_2_2485,0.5176,0.003,0.0483,0.0226,0.0006,0.0001,0.027,0.2787,0.0253,0.0004,0.0114,0.0237,0.0155,0.0078,0.0176,0.0004
s_segment_2_2488,0,0.0013,0.0065,0,0.0025,0.0007,0.0001,0.6524,0.1083,0,0,0.0001,0.0002,0.0154,0.2103,0.0022
s_segment_2_2490,0.0408,0.0001,0,0.0012,0,0.6396,0.0001,0.2293,0.0077,0.0001,0.0355,0.0082,0.0001,0.0013,0,0.036
s_segment_2_250,0.0004,0.0001,0.0001,0.0086,0,0.0012,0,0.4929,0.369,0,0,0,0.1148,0.0114,0.0015,0
s_segment_2_2501,0.0091,0,0.0101,0.0218,0.0027,0.0156,0.1014,0.0003,0.6843,0.0399,0.0041,0.0042,0.0057,0.002,0,0.0988
s_segment_2_2502,0.0001,0.0019,0.0003,0,0.0279,0.0026,0.3464,0,0.2456,0.265,0.0001,0.0001,0.0495,0.0124,0.048,0.0001
s_segment_2_2505,0.0002,0.0004,0.041,0.0008,0.0011,0.0154,0.0003,0.1445,0.7031,0.0024,0.0371,0.0004,0.013,0.0229,0.0019,0.0155
s_segment_2_2506,0.0127,0.0005,0,0,0.0239,0,0.0001,0.9623,0.0001,0,0,0,0.0004,0,0,0
s_segment_2_2515,0,0.1636,0.0002,0.0001,0.0001,0.1993,0.0203,0.116,0.0006,0.4998,0,0,0,0,0,0
s_segment_2_2522,0.0144,0.6126,0.0047,0.0055,0.0017,0,0,0.1837,0.0787,0.0004,0.0536,0.0304,0.0001,0.0007,0.0135,0
s_segment_2_2531,0.0304,0.1211,0.0279,0.0001,0.0374,0.0003,0.0018,0.6338,0.0539,0.0001,0,0,0.0931,0,0.0001,0
s_segment_2_2541,0.0007,0.2153,0,0,0,0.092,0.002,0.1852,0.1897,0,0,0.0001,0.3147,0,0.0001,0.0002
s_segment_2_2546,0,0,0.0001,0.0001,0,0,0,0.6604,0.3199,0.0002,0.0014,0.0007,0.0001,0,0,0.0171
s_segment_2_2547,0.0149,0.0005,0.0257,0,0.0016,0.0069,0,0.7703,0.0824,0,0.0402,0.0001,0.0001,0.0103,0.0081,0.0389
s_segment_2_2557,0,0,0.0076,0.0001,0.0544,0.2143,0.0004,0.4492,0,0.0802,0,0,0.0001,0.1937,0,0
s_segment_2_257,0,0,0,0.0047,0.0004,0.0001,0.0137,0.2673,0,0.0945,0.0039,0.0001,0.0243,0.0005,0.3949,0.1956
s_segment_2_2582,0,0.0123,0.0553,0.0016,0.3617,0,0,0.4841,0.084,0,0.0001,0.0008,0,0.0001,0,0
s_segment_2_2587,0,0.2695,0.0001,0.0002,0,0.0147,0.3991,0.0092,0,0.2993,0.004,0,0,0,0,0.0039
s_segment_2_2594,0.0443,0.0001,0.2053,0,0.0001,0.0489,0.2221,0.1467,0.0008,0.0085,0.3168,0.0028,0.0001,0,0.0026,0.0009
s_segment_2_2600,0,0.0032,0.0003,0.0004,0.0978,0.0004,0.0015,0.3935,0.2517,0.0039,0.0034,0.0003,0.1124,0.131,0,0.0002
s_segment_2_2601,0.0001,0.113,0.002,0.0059,0,0,0.0011,0,0.489,0,0.3428,0.0461,0,0,0,0
s_segment_2_2619,0,0,0,0,0,0,0.3323,0,0,0.6363,0.0127,0.0144,0.0042,0,0,0.0001
s_segment_2_2621,0.0423,0.0001,0.0002,0,0,0.2193,0,0.2068,0,0.5282,0,0,0,0,0,0.0031
s_segment_2_2626,0.0001,0.0001,0.001,0.4316,0.0104,0.0057,0.0721,0.3252,0.0227,0.001,0.0061,0.0005,0.1224,0,0.0005,0.0006
s_segment_2_2645,0.0838,0.0116,0.0003,0.079,0.0151,0.0006,0.0002,0.529,0.0229,0.0068,0,0.0004,0.0741,0.0039,0.1714,0.0009
s_segment_2_2652,0,0.2074,0.1165,0,0,0.2289,0,0.0123,0.4341,0.0001,0,0,0,0,0,0.0007
s_segment_2_2662,0.15,0,0.0207,0.0022,0.031,0.002,0.0018,0.6959,0.0024,0.0152,0.0274,0.0012,0.0081,0.0006,0.0414,0.0001
s_segment_2_2664,0.0001,0.2137,0.0001,0,0.0002,0.0001,0.2512,0.4789,0,0,0.0426,0.0073,0,0,0.0057,0.0001
s_segment_2_2669,0,0,0,0,0,0.0012,0,0.8493,0.0005,0,0.0001,0.0001,0.0001,0.0008,0,0.1479
s_segment_2_2683,0.048,0,0.0004,0.2452,0.1166,0.1583,0.0126,0.37,0,0.0001,0,0.0001,0,0,0,0.0487
s_segment_2_2685,0.2596,0.2537,0,0.0005,0.0001,0.0055,0.0027,0.3859,0.0002,0,0.0068,0.061,0,0.0001,0.0141,0.0098
s_segment_2_2691,0,0.0855,0.0001,0.0701,0,0.0374,0,0.1984,0.5737,0,0.0054,0,0.0039,0.0248,0.0007,0
s_segment_2_2710,0.1586,0.0018,0.0002,0.0025,0.0001,0.2017,0.077,0.4551,0.0057,0,0,0,0,0,0.0232,0.0741
s_segment_2_2716,0,0.0005,0.0017,0.001,0.0339,0.0596,0.6319,0,0.0002,0.2671,0.0007,0.0004,0.002,0,0.001,0
s_segment_2_2718,0,0.0056,0.0005,0.0154,0.0001,0.0041,0,0.4975,0,0,0.3761,0.0316,0,0.0689,0.0001,0.0001
s_segment_2_272,0.0494,0.016,0.0056,0,0.0305,0.0001,0.4842,0.0311,0,0.3804,0,0.0001,0,0.0003,0,0.0023
s_segment_2_2724,0.3143,0.1189,0.0181,0,0.0004,0.0731,0,0.3826,0.0892,0,0,0.0016,0.0001,0.0006,0,0.0011
s_segment_2_2732,0.0174,0.0027,0.0001,0.001,0.0368,0,0,0,0.489,0,0.4324,0.0003,0,0.0201,0,0.0002
s_segment_2_2735,0,0.1836,0.0894,0.0003,0,0.0085,0,0.0643,0.6182,0.0002,0.0004,0.0049,0.0005,0.0296,0,0.0001
s_segment_2_2736,0,0.0001,0.0022,0,0.0056,0,0.0002,0.6364,0,0,0.0041,0.1311,0.0008,0,0.0002,0.2193
s_segment_2_2765,0.0008,0.0464,0.1477,0.0097,0.0463,0,0.0002,0.3541,0.0001,0.0919,0,0,0,0.0001,0.2897,0.013
s_segment_2_2768,0.1318,0.0001,0.0001,0.003,0.0112,0.0591,0.1298,0,0.6001,0.0001,0.043,0.008,0.0001,0.0124,0.0001,0.0011
s_segment_2_2770,0.0003,0.0194,0.0004,0.0082,0,0.0001,0.0001,0.9545,0,0,0.0001,0,0,0.0065,0.008,0.0024
s_segment_2_2779,0.0001,0.0011,0,0.0002,0,0,0.0059,0.0406,0.764,0.0001,0,0.1393,0.0479,0.0001,0,0.0007
s_segment_2_2806,0.0023,0.0565,0.0001,0,0.02,0.0039,0.0003,0.6571,0.0377,0.0811,0,0.0108,0.0726,0.01,0.0039,0.0437
s_segment_2_2812,0,0.029,0.0016,0,0.005,0.1089,0.2976,0,0.4137,0,0.0358,0.0391,0.0002,0.001,0.068,0.0001
s_segment_2_282,0.0027,0.0005,0.086,0,0.0001,0.002,0.0002,0.0107,0.5064,0,0.3399,0.0312,0.0193,0,0.001,0
s_segment_2_2821,0.0001,0.1551,0.0036,0,0.0001,0,0,0.2795,0,0.0076,0,0.5081,0.0005,0.0116,0.0024,0.0314
s_segment_2_2831,0.0003,0,0,0.0076,0,0.005,0.0001,0.869,0,0,0.0004,0.0085,0.0002,0.0888,0.0179,0.0022
s_segment_2_2834,0.0215,0.2344,0,0.0002,0.0028,0.155,0.0093,0.2649,0.001,0.0352,0.0006,0.1585,0.0327,0.0001,0.0836,0.0002
s_segment_2_2838,0.0983,0.0022,0.0003,0.0263,0.0001,0,0.3678,0,0.5048,0,0,0.0001,0,0,0,0.0001
s_segment_2_2849,0,0.0152,0.2341,0.0004,0.0308,0.0008,0.0934,0.0032,0.0001,0.406,0.1162,0.0905,0.0005,0.0001,0.0087,0
s_segment_2_2850,0.0001,0,0.0079,0.0004,0,0.4647,0,0.4679,0.0001,0,0,0.0552,0.0037,0,0,0
s_segment_2_2855,0,0.0011,0.2365,0,0.0001,0.3282,0,0.3745,0.0113,0.0219,0.0003,0.0011,0.025,0,0,0
s_segment_2_2861,0.0004,0.0001,0.0055,0.0094,0.0002,0.0001,0.012,0.5603,0.0041,0.0116,0,0.3963,0,0,0,0
s_segment_2_2865,0.0001,0.0653,0.0001,0.0004,0.0007,0,0,0.0682,0.816,0.0071,0.0001,0.0111,0,0.0114,0.0185,0.001
s_segment_2_2875,0.0004,0,0.0037,0.0931,0.0321,0,0,0.6771,0,0,0.0003,0,0.1662,0.0002,0.0001,0.0268
s_segment_2_2877,0,0.0001,0,0,0,0.2686,0,0.7312,0,0,0,0,0,0.0001,0,0
s_segment_2_2879,0,0.0005,0.0004,0,0.0023,0.0097,0.0003,0.9819,0,0.0041,0.0001,0,0,0,0.0007,0
s_segment_2_2882,0,0.0005,0.0425,0.3192,0,0.0001,0.0034,0.2361,0.1016,0.0035,0.0237,0.0006,0.0001,0.0244,0,0.2443
s_segment_2_2894,0.0104,0,0.0537,0.016,0.0096,0,0.0024,0,0.7965,0,0.0547,0.0345,0.0002,0.0001,0.0001,0.0218
s_segment_2_2897,0.0012,0.0008,0,0,0,0,0.1747,0.2001,0.2068,0.0001,0.0347,0.0001,0.001,0,0.3328,0.0477
s_segment_2_2905,0.1295,0.0002,0.0008,0.0293,0,0.3356,0.0498,0.0889,0,0.1812,0,0.0001,0.1747,0.0015,0.0083,0.0001
s_segment_2_2919,0,0.0001,0,0.08,0,0,0,0.5933,0.0541,0,0.0004,0,0,0.0001,0.2708,0.0012
s_segment_2_2924,0.0003,0.0001,0.0006,0.0517,0.1417,0.0001,0.1252,0.0782,0.4671,0.1108,0.0022,0,0.0014,0.0086,0.0104,0.0016
s_segment_2_2926,0,0.019,0.0019,0,0,0,0.0004,0.503,0,0.0195,0.0006,0.0014,0,0.0025,0.4516,0.0001
s_segment_2_2933,0.0006,0.0236,0,0.0078,0,0,0.0105,0.7612,0.0001,0.0017,0,0,0.0523,0.1421,0.0001,0
s_segment_2_2935,0.0001,0.0051,0.0028,0,0,0.0002,0.0933,0.0576,0.5197,0,0.0063,0.1377,0,0,0.1772,0
s_segment_2_294,0.0036,0,0,0.0003,0,0.0637,0,0.798,0.0803,0.0514,0,0,0.0026,0.0001,0,0
s_segment_2_2942,0,0.0909,0.0005,0.0001,0.0006,0.2487,0.0028,0.621,0.0004,0.0269,0.0006,0.0023,0,0.0022,0.0001,0.0029
s_segment_2_2950,0.0012,0,0,0,0.003,0,0.5416,0.0949,0.3552,0,0.002,0.0001,0.002,0,0,0
s_segment_2_2952,0,0,0,0.0001,0,0.32,0.0003,0.0034,0.5971,0.0001,0,0.0775,0.0014,0,0.0001,0
s_segment_2_2960,0,0.0001,0,0,0.0574,0,0.0027,0.2526,0.3535,0.0001,0.2664,0,0.0001,0,0.0085,0.0586
s_segment_2_2969,0,0.0816,0.2458,0.0011,0.0002,0,0.0001,0.6006,0,0.0074,0,0.0528,0.0001,0.008,0,0.0023
s_segment_2_2974,0.0989,0.0001,0.0002,0,0.0002,0.0013,0,0.6449,0.0009,0,0.0824,0.1515,0.0002,0,0.0044,0.015
s_segment_2_2976,0.1834,0.0012,0.0011,0.4112,0.0003,0.0043,0,0.3677,0.0009,0.0047,0.0181,0.0001,0.0057,0.0001,0.0012,0
s_segment_2_2979,0,0.2098,0.0001,0,0.0001,0.0001,0.0026,0.2517,0.0014,0.5285,0,0,0.0001,0.0001,0,0.0055
s_segment_2_2993,0.0064,0.0001,0,0,0.004,0,0,0.4707,0,0,0,0,0,0,0.5188,0
s_segment_2_2995,0.2068,0.0677,0.0024,0,0.0002,0.0095,0,0.2914,0,0.3389,0.0081,0.0141,0.0424,0.0037,0.0001,0.0147
s_segment_2_3,0,0,0,0,0,0.0053,0.0958,0.1195,0.0506,0,0.195,0.0007,0,0,0.533,0.0001
s_segment_2_3003,0.1279,0.0378,0.0003,0,0,0.0013,0.0006,0.3472,0.3421,0.0005,0.1363,0.0038,0,0.0001,0.0001,0.002
